Tx1,Tx2,Tx3,Position_Label,Coordinate_Hint
-30,-36,-42,P2,"(0.71, 0.35)"
-33,-36,-42,P2,"(0.71, 0.35)"
-29,-36,-41,P2,"(0.71, 0.35)"
-29,-33,-41,P2,"(0.71, 0.35)"
-30,-38,-42,P2,"(0.71, 0.35)"
-29,-37,-41,P2,"(0.71, 0.35)"
-30,-37,-42,P2,"(0.71, 0.35)"
-29,-37,-42,P2,"(0.71, 0.35)"
-29,-37,-44,P2,"(0.71, 0.35)"
-30,-37,-42,P2,"(0.71, 0.35)"
-30,-37,-43,P2,"(0.71, 0.35)"
-29,-37,-42,P2,"(0.71, 0.35)"
-30,-37,-42,P2,"(0.71, 0.35)"
-30,-37,-42,P2,"(0.71, 0.35)"
-31,-37,-42,P2,"(0.71, 0.35)"
-30,-38,-42,P2,"(0.71, 0.35)"
-30,-37,-43,P2,"(0.71, 0.35)"
-30,-36,-42,P2,"(0.71, 0.35)"
-30,-37,-42,P2,"(0.71, 0.35)"
-30,-37,-41,P2,"(0.71, 0.35)"
-35,-36,-42,P2,"(0.71, 0.35)"
-30,-36,-41,P2,"(0.71, 0.35)"
-30,-35,-41,P2,"(0.71, 0.35)"
-30,-35,-41,P2,"(0.71, 0.35)"
-29,-35,-41,P2,"(0.71, 0.35)"
-30,-35,-41,P2,"(0.71, 0.35)"
-29,-35,-42,P2,"(0.71, 0.35)"
-29,-37,-42,P2,"(0.71, 0.35)"
-30,-36,-42,P2,"(0.71, 0.35)"
-29,-36,-42,P2,"(0.71, 0.35)"
-29,-36,-42,P2,"(0.71, 0.35)"
-29,-37,-42,P2,"(0.71, 0.35)"
-29,-38,-42,P2,"(0.71, 0.35)"
-30,-36,-41,P2,"(0.71, 0.35)"
-30,-38,-42,P2,"(0.71, 0.35)"
-27,-38,-42,P2,"(0.71, 0.35)"
-30,-38,-44,P2,"(0.71, 0.35)"
-29,-37,-42,P2,"(0.71, 0.35)"
-29,-38,-42,P2,"(0.71, 0.35)"
-30,-37,-41,P2,"(0.71, 0.35)"
-30,-37,-42,P2,"(0.71, 0.35)"
-29,-36,-43,P2,"(0.71, 0.35)"
-29,-37,-42,P2,"(0.71, 0.35)"
-29,-37,-42,P2,"(0.71, 0.35)"
-30,-36,-43,P2,"(0.71, 0.35)"
-34,-37,-42,P2,"(0.71, 0.35)"
-30,-37,-41,P2,"(0.71, 0.35)"
-29,-38,-43,P2,"(0.71, 0.35)"
-28,-37,-42,P2,"(0.71, 0.35)"
-28,-37,-42,P2,"(0.71, 0.35)"
-28,-38,-42,P2,"(0.71, 0.35)"
-29,-39,-42,P2,"(0.71, 0.35)"
-29,-40,-41,P2,"(0.71, 0.35)"
-30,-39,-43,P2,"(0.71, 0.35)"
-30,-39,-41,P2,"(0.71, 0.35)"
-30,-39,-43,P2,"(0.71, 0.35)"
-33,-37,-42,P2,"(0.71, 0.35)"
-33,-37,-42,P2,"(0.71, 0.35)"
-33,-37,-42,P2,"(0.71, 0.35)"
-33,-37,-42,P2,"(0.71, 0.35)"
-33,-37,-42,P2,"(0.71, 0.35)"
-33,-37,-42,P2,"(0.71, 0.35)"
-33,-37,-42,P2,"(0.71, 0.35)"
-33,-37,-42,P2,"(0.71, 0.35)"
-33,-37,-42,P2,"(0.71, 0.35)"
-33,-37,-42,P2,"(0.71, 0.35)"
-33,-37,-42,P2,"(0.71, 0.35)"
-33,-37,-42,P2,"(0.71, 0.35)"
-33,-37,-42,P2,"(0.71, 0.35)"
-33,-37,-42,P2,"(0.71, 0.35)"
-33,-37,-42,P2,"(0.71, 0.35)"
-33,-37,-42,P2,"(0.71, 0.35)"
-33,-37,-42,P2,"(0.71, 0.35)"
-33,-37,-42,P2,"(0.71, 0.35)"
-33,-37,-42,P2,"(0.71, 0.35)"
-33,-37,-42,P2,"(0.71, 0.35)"
-33,-37,-42,P2,"(0.71, 0.35)"
-33,-37,-42,P2,"(0.71, 0.35)"
-33,-37,-42,P2,"(0.71, 0.35)"
-33,-37,-42,P2,"(0.71, 0.35)"
-33,-37,-42,P2,"(0.71, 0.35)"
-33,-37,-42,P2,"(0.71, 0.35)"
-33,-37,-42,P2,"(0.71, 0.35)"
-33,-37,-42,P2,"(0.71, 0.35)"
-33,-37,-42,P2,"(0.71, 0.35)"
-33,-37,-42,P2,"(0.71, 0.35)"
-33,-37,-42,P2,"(0.71, 0.35)"
-33,-37,-42,P2,"(0.71, 0.35)"
-33,-37,-43,P2,"(0.71, 0.35)"
-29,-36,-41,P2,"(0.71, 0.35)"
-30,-36,-41,P2,"(0.71, 0.35)"
-31,-36,-41,P2,"(0.71, 0.35)"
-30,-36,-41,P2,"(0.71, 0.35)"
-31,-36,-42,P2,"(0.71, 0.35)"
-35,-36,-42,P2,"(0.71, 0.35)"
-31,-36,-41,P2,"(0.71, 0.35)"
-31,-36,-42,P2,"(0.71, 0.35)"
-35,-36,-41,P2,"(0.71, 0.35)"
-31,-36,-42,P2,"(0.71, 0.35)"
-35,-36,-41,P2,"(0.71, 0.35)"
-36,-36,-41,P2,"(0.71, 0.35)"
-30,-37,-42,P2,"(0.71, 0.35)"
-29,-37,-42,P2,"(0.71, 0.35)"
-29,-37,-42,P2,"(0.71, 0.35)"
-29,-37,-41,P2,"(0.71, 0.35)"
-29,-37,-41,P2,"(0.71, 0.35)"
-30,-37,-44,P2,"(0.71, 0.35)"
-30,-38,-43,P2,"(0.71, 0.35)"
-31,-38,-42,P2,"(0.71, 0.35)"
-35,-36,-43,P2,"(0.71, 0.35)"
-34,-37,-42,P2,"(0.71, 0.35)"
-30,-38,-42,P2,"(0.71, 0.35)"
-29,-36,-42,P2,"(0.71, 0.35)"
-29,-36,-41,P2,"(0.71, 0.35)"
-29,-36,-43,P2,"(0.71, 0.35)"
-29,-36,-41,P2,"(0.71, 0.35)"
-29,-37,-41,P2,"(0.71, 0.35)"
-29,-37,-41,P2,"(0.71, 0.35)"
-29,-36,-41,P2,"(0.71, 0.35)"
-30,-37,-41,P2,"(0.71, 0.35)"
-29,-38,-42,P2,"(0.71, 0.35)"
-29,-37,-41,P2,"(0.71, 0.35)"
-29,-37,-42,P2,"(0.71, 0.35)"
-30,-36,-41,P2,"(0.71, 0.35)"
-29,-36,-41,P2,"(0.71, 0.35)"
-29,-36,-41,P2,"(0.71, 0.35)"
-29,-36,-41,P2,"(0.71, 0.35)"
-29,-36,-41,P2,"(0.71, 0.35)"
-29,-36,-41,P2,"(0.71, 0.35)"
-29,-36,-41,P2,"(0.71, 0.35)"
-29,-36,-41,P2,"(0.71, 0.35)"
-29,-36,-41,P2,"(0.71, 0.35)"
-29,-36,-41,P2,"(0.71, 0.35)"
-29,-36,-41,P2,"(0.71, 0.35)"
-29,-36,-41,P2,"(0.71, 0.35)"
-29,-36,-41,P2,"(0.71, 0.35)"
-29,-37,-41,P2,"(0.71, 0.35)"
-29,-37,-41,P2,"(0.71, 0.35)"
-30,-38,-41,P2,"(0.71, 0.35)"
-29,-36,-41,P2,"(0.71, 0.35)"
-30,-38,-41,P2,"(0.71, 0.35)"
-30,-36,-41,P2,"(0.71, 0.35)"
-29,-37,-42,P2,"(0.71, 0.35)"
-30,-37,-41,P2,"(0.71, 0.35)"
-30,-37,-41,P2,"(0.71, 0.35)"
-29,-36,-41,P2,"(0.71, 0.35)"
-29,-36,-41,P2,"(0.71, 0.35)"
-29,-36,-41,P2,"(0.71, 0.35)"
-29,-36,-41,P2,"(0.71, 0.35)"
-30,-37,-42,P2,"(0.71, 0.35)"
-29,-37,-42,P2,"(0.71, 0.35)"
-29,-36,-41,P2,"(0.71, 0.35)"
-29,-37,-42,P2,"(0.71, 0.35)"
-29,-36,-41,P2,"(0.71, 0.35)"
-30,-36,-41,P2,"(0.71, 0.35)"
-30,-36,-41,P2,"(0.71, 0.35)"
-29,-36,-41,P2,"(0.71, 0.35)"
-29,-36,-41,P2,"(0.71, 0.35)"
-30,-37,-41,P2,"(0.71, 0.35)"
-34,-36,-42,P2,"(0.71, 0.35)"
-34,-36,-41,P2,"(0.71, 0.35)"
-34,-35,-41,P2,"(0.71, 0.35)"
-30,-36,-41,P2,"(0.71, 0.35)"
-30,-37,-41,P2,"(0.71, 0.35)"
-30,-37,-41,P2,"(0.71, 0.35)"
-30,-37,-43,P2,"(0.71, 0.35)"
-30,-37,-41,P2,"(0.71, 0.35)"
-30,-37,-42,P2,"(0.71, 0.35)"
-30,-36,-41,P2,"(0.71, 0.35)"
-30,-37,-41,P2,"(0.71, 0.35)"
-29,-38,-41,P2,"(0.71, 0.35)"
-30,-37,-41,P2,"(0.71, 0.35)"
-30,-36,-41,P2,"(0.71, 0.35)"
-29,-37,-42,P2,"(0.71, 0.35)"
-30,-37,-42,P2,"(0.71, 0.35)"
-29,-36,-42,P2,"(0.71, 0.35)"
-29,-37,-42,P2,"(0.71, 0.35)"
-29,-37,-41,P2,"(0.71, 0.35)"
-29,-37,-44,P2,"(0.71, 0.35)"
-29,-37,-42,P2,"(0.71, 0.35)"
-29,-38,-43,P2,"(0.71, 0.35)"
-29,-36,-42,P2,"(0.71, 0.35)"
-29,-36,-44,P2,"(0.71, 0.35)"
-29,-36,-43,P2,"(0.71, 0.35)"
-29,-36,-42,P2,"(0.71, 0.35)"
-28,-36,-42,P2,"(0.71, 0.35)"
-29,-37,-42,P2,"(0.71, 0.35)"
-29,-37,-41,P2,"(0.71, 0.35)"
-29,-37,-41,P2,"(0.71, 0.35)"
-29,-37,-41,P2,"(0.71, 0.35)"
-29,-36,-42,P2,"(0.71, 0.35)"
-29,-37,-42,P2,"(0.71, 0.35)"
-29,-37,-42,P2,"(0.71, 0.35)"
-30,-37,-42,P2,"(0.71, 0.35)"
-29,-37,-42,P2,"(0.71, 0.35)"
-34,-38,-43,P2,"(0.71, 0.35)"
-29,-37,-41,P2,"(0.71, 0.35)"
-30,-37,-42,P2,"(0.71, 0.35)"
-29,-37,-41,P2,"(0.71, 0.35)"
-31,-36,-42,P2,"(0.71, 0.35)"
-31,-36,-42,P2,"(0.71, 0.35)"
-30,-37,-42,P2,"(0.71, 0.35)"
-30,-38,-42,P2,"(0.71, 0.35)"
-35,-35,-43,P2,"(0.71, 0.35)"
-30,-38,-41,P2,"(0.71, 0.35)"
-29,-38,-41,P2,"(0.71, 0.35)"
-30,-38,-41,P2,"(0.71, 0.35)"
-30,-38,-42,P2,"(0.71, 0.35)"
-30,-38,-42,P2,"(0.71, 0.35)"
-30,-37,-42,P2,"(0.71, 0.35)"
-29,-37,-41,P2,"(0.71, 0.35)"
-29,-37,-44,P2,"(0.71, 0.35)"
-29,-37,-42,P2,"(0.71, 0.35)"
-29,-37,-42,P2,"(0.71, 0.35)"
-29,-37,-42,P2,"(0.71, 0.35)"
-29,-38,-42,P2,"(0.71, 0.35)"
-28,-37,-42,P2,"(0.71, 0.35)"
-28,-36,-42,P2,"(0.71, 0.35)"
-29,-38,-41,P2,"(0.71, 0.35)"
-29,-38,-41,P2,"(0.71, 0.35)"
-29,-38,-41,P2,"(0.71, 0.35)"
-29,-37,-41,P2,"(0.71, 0.35)"
-29,-38,-42,P2,"(0.71, 0.35)"
-30,-38,-41,P2,"(0.71, 0.35)"
-30,-37,-41,P2,"(0.71, 0.35)"
-29,-37,-41,P2,"(0.71, 0.35)"
-29,-37,-41,P2,"(0.71, 0.35)"
-29,-36,-41,P2,"(0.71, 0.35)"
-29,-36,-41,P2,"(0.71, 0.35)"
-31,-35,-42,P2,"(0.71, 0.35)"
-31,-35,-43,P2,"(0.71, 0.35)"
-31,-35,-43,P2,"(0.71, 0.35)"
-31,-35,-43,P2,"(0.71, 0.35)"
-31,-35,-42,P2,"(0.71, 0.35)"
-30,-35,-42,P2,"(0.71, 0.35)"
-30,-37,-42,P2,"(0.71, 0.35)"
-30,-36,-42,P2,"(0.71, 0.35)"
-30,-35,-42,P2,"(0.71, 0.35)"
-30,-36,-42,P2,"(0.71, 0.35)"
-30,-36,-44,P2,"(0.71, 0.35)"
-35,-36,-43,P2,"(0.71, 0.35)"
-31,-37,-41,P2,"(0.71, 0.35)"
-31,-37,-41,P2,"(0.71, 0.35)"
-31,-37,-41,P2,"(0.71, 0.35)"
-31,-37,-41,P2,"(0.71, 0.35)"
-31,-37,-41,P2,"(0.71, 0.35)"
-31,-37,-41,P2,"(0.71, 0.35)"
-31,-37,-41,P2,"(0.71, 0.35)"
-31,-37,-41,P2,"(0.71, 0.35)"
-31,-37,-41,P2,"(0.71, 0.35)"
-31,-37,-41,P2,"(0.71, 0.35)"
-31,-37,-41,P2,"(0.71, 0.35)"
-31,-37,-41,P2,"(0.71, 0.35)"
-31,-37,-41,P2,"(0.71, 0.35)"
-31,-37,-41,P2,"(0.71, 0.35)"
-31,-37,-41,P2,"(0.71, 0.35)"
-31,-37,-41,P2,"(0.71, 0.35)"
-31,-37,-41,P2,"(0.71, 0.35)"
-31,-37,-41,P2,"(0.71, 0.35)"
-31,-37,-41,P2,"(0.71, 0.35)"
-31,-37,-41,P2,"(0.71, 0.35)"
-31,-37,-41,P2,"(0.71, 0.35)"
-31,-37,-41,P2,"(0.71, 0.35)"
-31,-37,-41,P2,"(0.71, 0.35)"
-31,-37,-41,P2,"(0.71, 0.35)"
-31,-37,-41,P2,"(0.71, 0.35)"
-29,-28,-42,P2,"(0.71, 0.35)"
-29,-28,-42,P2,"(0.71, 0.35)"
-29,-29,-42,P2,"(0.71, 0.35)"
-29,-28,-42,P2,"(0.71, 0.35)"
-29,-28,-42,P2,"(0.71, 0.35)"
-28,-28,-42,P2,"(0.71, 0.35)"
-28,-28,-42,P2,"(0.71, 0.35)"
-28,-28,-42,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-28,-28,-43,P2,"(0.71, 0.35)"
-28,-28,-42,P2,"(0.71, 0.35)"
-28,-30,-42,P2,"(0.71, 0.35)"
-29,-28,-42,P2,"(0.71, 0.35)"
-29,-28,-42,P2,"(0.71, 0.35)"
-29,-30,-43,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-28,-28,-42,P2,"(0.71, 0.35)"
-29,-28,-42,P2,"(0.71, 0.35)"
-29,-28,-42,P2,"(0.71, 0.35)"
-29,-29,-42,P2,"(0.71, 0.35)"
-29,-28,-42,P2,"(0.71, 0.35)"
-29,-28,-42,P2,"(0.71, 0.35)"
-29,-28,-42,P2,"(0.71, 0.35)"
-29,-28,-42,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-29,-28,-42,P2,"(0.71, 0.35)"
-29,-27,-42,P2,"(0.71, 0.35)"
-30,-29,-43,P2,"(0.71, 0.35)"
-29,-28,-42,P2,"(0.71, 0.35)"
-30,-28,-42,P2,"(0.71, 0.35)"
-30,-29,-42,P2,"(0.71, 0.35)"
-29,-28,-42,P2,"(0.71, 0.35)"
-29,-33,-43,P2,"(0.71, 0.35)"
-30,-28,-43,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-29,-28,-42,P2,"(0.71, 0.35)"
-29,-28,-42,P2,"(0.71, 0.35)"
-29,-29,-43,P2,"(0.71, 0.35)"
-29,-28,-44,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-28,-28,-44,P2,"(0.71, 0.35)"
-28,-28,-43,P2,"(0.71, 0.35)"
-28,-28,-45,P2,"(0.71, 0.35)"
-28,-28,-43,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-29,-28,-45,P2,"(0.71, 0.35)"
-29,-28,-44,P2,"(0.71, 0.35)"
-33,-29,-43,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-30,-28,-43,P2,"(0.71, 0.35)"
-30,-29,-42,P2,"(0.71, 0.35)"
-30,-29,-43,P2,"(0.71, 0.35)"
-30,-29,-42,P2,"(0.71, 0.35)"
-30,-30,-43,P2,"(0.71, 0.35)"
-30,-28,-43,P2,"(0.71, 0.35)"
-34,-28,-43,P2,"(0.71, 0.35)"
-30,-28,-43,P2,"(0.71, 0.35)"
-30,-28,-42,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-29,-27,-43,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-29,-28,-44,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-29,-28,-42,P2,"(0.71, 0.35)"
-29,-28,-42,P2,"(0.71, 0.35)"
-29,-30,-43,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-29,-29,-45,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-30,-28,-43,P2,"(0.71, 0.35)"
-30,-28,-44,P2,"(0.71, 0.35)"
-28,-28,-42,P2,"(0.71, 0.35)"
-29,-28,-42,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-30,-28,-42,P2,"(0.71, 0.35)"
-30,-28,-42,P2,"(0.71, 0.35)"
-29,-30,-44,P2,"(0.71, 0.35)"
-29,-28,-44,P2,"(0.71, 0.35)"
-29,-28,-44,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-29,-28,-44,P2,"(0.71, 0.35)"
-29,-28,-42,P2,"(0.71, 0.35)"
-29,-29,-43,P2,"(0.71, 0.35)"
-30,-28,-42,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-30,-28,-42,P2,"(0.71, 0.35)"
-30,-28,-42,P2,"(0.71, 0.35)"
-34,-29,-42,P2,"(0.71, 0.35)"
-30,-28,-42,P2,"(0.71, 0.35)"
-34,-29,-42,P2,"(0.71, 0.35)"
-30,-28,-44,P2,"(0.71, 0.35)"
-30,-28,-43,P2,"(0.71, 0.35)"
-30,-28,-42,P2,"(0.71, 0.35)"
-30,-28,-43,P2,"(0.71, 0.35)"
-30,-30,-44,P2,"(0.71, 0.35)"
-34,-30,-43,P2,"(0.71, 0.35)"
-30,-28,-43,P2,"(0.71, 0.35)"
-30,-28,-43,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-30,-28,-45,P2,"(0.71, 0.35)"
-30,-28,-43,P2,"(0.71, 0.35)"
-29,-28,-39,P2,"(0.71, 0.35)"
-30,-28,-45,P2,"(0.71, 0.35)"
-30,-28,-43,P2,"(0.71, 0.35)"
-30,-28,-43,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-30,-28,-45,P2,"(0.71, 0.35)"
-30,-28,-45,P2,"(0.71, 0.35)"
-30,-28,-43,P2,"(0.71, 0.35)"
-30,-28,-43,P2,"(0.71, 0.35)"
-30,-28,-45,P2,"(0.71, 0.35)"
-30,-30,-45,P2,"(0.71, 0.35)"
-30,-28,-43,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-30,-28,-44,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-30,-30,-42,P2,"(0.71, 0.35)"
-30,-28,-44,P2,"(0.71, 0.35)"
-30,-28,-42,P2,"(0.71, 0.35)"
-30,-28,-44,P2,"(0.71, 0.35)"
-30,-28,-43,P2,"(0.71, 0.35)"
-30,-28,-42,P2,"(0.71, 0.35)"
-30,-28,-43,P2,"(0.71, 0.35)"
-30,-28,-42,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-30,-30,-42,P2,"(0.71, 0.35)"
-30,-28,-43,P2,"(0.71, 0.35)"
-29,-28,-42,P2,"(0.71, 0.35)"
-29,-28,-42,P2,"(0.71, 0.35)"
-29,-28,-45,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-29,-28,-45,P2,"(0.71, 0.35)"
-30,-29,-44,P2,"(0.71, 0.35)"
-29,-30,-43,P2,"(0.71, 0.35)"
-29,-28,-44,P2,"(0.71, 0.35)"
-29,-28,-44,P2,"(0.71, 0.35)"
-30,-34,-43,P2,"(0.71, 0.35)"
-29,-28,-44,P2,"(0.71, 0.35)"
-29,-28,-45,P2,"(0.71, 0.35)"
-29,-31,-43,P2,"(0.71, 0.35)"
-29,-28,-38,P2,"(0.71, 0.35)"
-29,-28,-44,P2,"(0.71, 0.35)"
-29,-28,-44,P2,"(0.71, 0.35)"
-30,-28,-42,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-29,-28,-44,P2,"(0.71, 0.35)"
-29,-28,-42,P2,"(0.71, 0.35)"
-30,-28,-42,P2,"(0.71, 0.35)"
-29,-28,-42,P2,"(0.71, 0.35)"
-29,-28,-42,P2,"(0.71, 0.35)"
-29,-28,-44,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-30,-28,-43,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-29,-29,-44,P2,"(0.71, 0.35)"
-29,-28,-44,P2,"(0.71, 0.35)"
-30,-28,-44,P2,"(0.71, 0.35)"
-29,-28,-44,P2,"(0.71, 0.35)"
-29,-27,-44,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-29,-28,-42,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-28,-28,-42,P2,"(0.71, 0.35)"
-29,-28,-44,P2,"(0.71, 0.35)"
-28,-28,-42,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-28,-28,-42,P2,"(0.71, 0.35)"
-28,-28,-42,P2,"(0.71, 0.35)"
-29,-28,-42,P2,"(0.71, 0.35)"
-29,-30,-44,P2,"(0.71, 0.35)"
-29,-30,-42,P2,"(0.71, 0.35)"
-28,-28,-43,P2,"(0.71, 0.35)"
-29,-28,-38,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-29,-28,-42,P2,"(0.71, 0.35)"
-29,-28,-44,P2,"(0.71, 0.35)"
-29,-27,-44,P2,"(0.71, 0.35)"
-29,-27,-38,P2,"(0.71, 0.35)"
-29,-27,-38,P2,"(0.71, 0.35)"
-29,-27,-38,P2,"(0.71, 0.35)"
-29,-27,-38,P2,"(0.71, 0.35)"
-28,-28,-43,P2,"(0.71, 0.35)"
-28,-28,-44,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-28,-28,-43,P2,"(0.71, 0.35)"
-28,-29,-43,P2,"(0.71, 0.35)"
-28,-28,-43,P2,"(0.71, 0.35)"
-28,-28,-44,P2,"(0.71, 0.35)"
-28,-28,-42,P2,"(0.71, 0.35)"
-28,-30,-43,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-29,-30,-44,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-30,-28,-44,P2,"(0.71, 0.35)"
-30,-28,-43,P2,"(0.71, 0.35)"
-30,-28,-44,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-30,-28,-43,P2,"(0.71, 0.35)"
-30,-28,-43,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-29,-29,-43,P2,"(0.71, 0.35)"
-29,-28,-45,P2,"(0.71, 0.35)"
-30,-28,-45,P2,"(0.71, 0.35)"
-29,-28,-44,P2,"(0.71, 0.35)"
-29,-29,-44,P2,"(0.71, 0.35)"
-30,-29,-45,P2,"(0.71, 0.35)"
-29,-33,-43,P2,"(0.71, 0.35)"
-29,-29,-45,P2,"(0.71, 0.35)"
-29,-29,-43,P2,"(0.71, 0.35)"
-29,-29,-43,P2,"(0.71, 0.35)"
-29,-29,-43,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-29,-28,-42,P2,"(0.71, 0.35)"
-29,-29,-42,P2,"(0.71, 0.35)"
-30,-28,-43,P2,"(0.71, 0.35)"
-29,-29,-42,P2,"(0.71, 0.35)"
-29,-28,-44,P2,"(0.71, 0.35)"
-29,-28,-44,P2,"(0.71, 0.35)"
-29,-28,-44,P2,"(0.71, 0.35)"
-29,-28,-42,P2,"(0.71, 0.35)"
-29,-28,-42,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-29,-28,-43,P2,"(0.71, 0.35)"
-29,-29,-42,P2,"(0.71, 0.35)"
-29,-28,-42,P2,"(0.71, 0.35)"
-29,-28,-42,P2,"(0.71, 0.35)"
-29,-28,-42,P2,"(0.71, 0.35)"
-30,-29,-42,P2,"(0.71, 0.35)"
-29,-28,-42,P2,"(0.71, 0.35)"
-29,-28,-42,P2,"(0.71, 0.35)"
-30,-28,-42,P2,"(0.71, 0.35)"
-30,-28,-43,P2,"(0.71, 0.35)"
-30,-28,-43,P2,"(0.71, 0.35)"
-30,-28,-44,P2,"(0.71, 0.35)"
-29,-28,-45,P2,"(0.71, 0.35)"
-29,-29,-43,P2,"(0.71, 0.35)"
-30,-29,-42,P2,"(0.71, 0.35)"
-30,-28,-42,P2,"(0.71, 0.35)"
-30,-28,-42,P2,"(0.71, 0.35)"
-30,-29,-42,P2,"(0.71, 0.35)"
-30,-29,-42,P2,"(0.71, 0.35)"
-29,-27,-44,P2,"(0.71, 0.35)"
-29,-27,-44,P2,"(0.71, 0.35)"
-30,-27,-45,P2,"(0.71, 0.35)"
-29,-28,-44,P2,"(0.71, 0.35)"
-30,-28,-46,P2,"(0.71, 0.35)"
-28,-28,-44,P2,"(0.71, 0.35)"
-28,-28,-45,P2,"(0.71, 0.35)"
-29,-28,-45,P2,"(0.71, 0.35)"
-29,-28,-45,P2,"(0.71, 0.35)"
-30,-29,-40,P2,"(0.71, 0.35)"
-30,-28,-46,P2,"(0.71, 0.35)"
-35,-28,-44,P2,"(0.71, 0.35)"
-35,-28,-45,P2,"(0.71, 0.35)"
-35,-28,-45,P2,"(0.71, 0.35)"
-35,-28,-45,P2,"(0.71, 0.35)"
-35,-29,-44,P2,"(0.71, 0.35)"
-35,-27,-46,P2,"(0.71, 0.35)"
-35,-28,-45,P2,"(0.71, 0.35)"
-35,-28,-45,P2,"(0.71, 0.35)"
-36,-28,-46,P2,"(0.71, 0.35)"
-35,-28,-45,P2,"(0.71, 0.35)"
-30,-29,-44,P2,"(0.71, 0.35)"
-30,-27,-46,P2,"(0.71, 0.35)"
-30,-27,-46,P2,"(0.71, 0.35)"
-30,-27,-46,P2,"(0.71, 0.35)"
-31,-29,-46,P2,"(0.71, 0.35)"
-31,-27,-45,P2,"(0.71, 0.35)"
-30,-27,-44,P2,"(0.71, 0.35)"
-31,-27,-45,P2,"(0.71, 0.35)"
-31,-28,-46,P2,"(0.71, 0.35)"
-30,-27,-46,P2,"(0.71, 0.35)"
-30,-27,-45,P2,"(0.71, 0.35)"
-30,-27,-45,P2,"(0.71, 0.35)"
-30,-28,-46,P2,"(0.71, 0.35)"
-30,-28,-46,P2,"(0.71, 0.35)"
-30,-28,-46,P2,"(0.71, 0.35)"
-30,-27,-44,P2,"(0.71, 0.35)"
-30,-27,-45,P2,"(0.71, 0.35)"
-29,-28,-45,P2,"(0.71, 0.35)"
