Tx1,Tx2,Tx3,Position_Label,Coordinate_Hint
-43,-39,-43,P5,"(0.71, 0.71)"
-43,-39,-45,P5,"(0.71, 0.71)"
-42,-40,-45,P5,"(0.71, 0.71)"
-43,-38,-43,P5,"(0.71, 0.71)"
-43,-38,-44,P5,"(0.71, 0.71)"
-43,-38,-43,P5,"(0.71, 0.71)"
-43,-39,-44,P5,"(0.71, 0.71)"
-43,-39,-46,P5,"(0.71, 0.71)"
-43,-39,-44,P5,"(0.71, 0.71)"
-43,-39,-44,P5,"(0.71, 0.71)"
-42,-39,-44,P5,"(0.71, 0.71)"
-42,-40,-43,P5,"(0.71, 0.71)"
-43,-40,-44,P5,"(0.71, 0.71)"
-42,-40,-44,P5,"(0.71, 0.71)"
-42,-41,-43,P5,"(0.71, 0.71)"
-42,-41,-43,P5,"(0.71, 0.71)"
-42,-40,-40,P5,"(0.71, 0.71)"
-42,-40,-43,P5,"(0.71, 0.71)"
-42,-41,-44,P5,"(0.71, 0.71)"
-42,-40,-43,P5,"(0.71, 0.71)"
-42,-40,-43,P5,"(0.71, 0.71)"
-43,-40,-43,P5,"(0.71, 0.71)"
-42,-40,-43,P5,"(0.71, 0.71)"
-42,-40,-43,P5,"(0.71, 0.71)"
-43,-40,-43,P5,"(0.71, 0.71)"
-42,-40,-43,P5,"(0.71, 0.71)"
-42,-40,-43,P5,"(0.71, 0.71)"
-43,-40,-39,P5,"(0.71, 0.71)"
-42,-41,-43,P5,"(0.71, 0.71)"
-42,-40,-43,P5,"(0.71, 0.71)"
-43,-41,-43,P5,"(0.71, 0.71)"
-42,-41,-43,P5,"(0.71, 0.71)"
-43,-41,-43,P5,"(0.71, 0.71)"
-42,-40,-44,P5,"(0.71, 0.71)"
-44,-40,-44,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-44,-38,-44,P5,"(0.71, 0.71)"
-42,-38,-44,P5,"(0.71, 0.71)"
-42,-38,-44,P5,"(0.71, 0.71)"
-37,-38,-42,P5,"(0.71, 0.71)"
-43,-38,-43,P5,"(0.71, 0.71)"
-42,-38,-43,P5,"(0.71, 0.71)"
-42,-38,-44,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-44,P5,"(0.71, 0.71)"
-42,-40,-43,P5,"(0.71, 0.71)"
-42,-39,-44,P5,"(0.71, 0.71)"
-41,-40,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-41,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-41,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-44,P5,"(0.71, 0.71)"
-41,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-38,-43,P5,"(0.71, 0.71)"
-42,-40,-44,P5,"(0.71, 0.71)"
-42,-38,-43,P5,"(0.71, 0.71)"
-42,-38,-43,P5,"(0.71, 0.71)"
-42,-38,-43,P5,"(0.71, 0.71)"
-42,-38,-43,P5,"(0.71, 0.71)"
-42,-38,-43,P5,"(0.71, 0.71)"
-42,-38,-43,P5,"(0.71, 0.71)"
-42,-38,-44,P5,"(0.71, 0.71)"
-42,-38,-44,P5,"(0.71, 0.71)"
-42,-37,-42,P5,"(0.71, 0.71)"
-42,-38,-43,P5,"(0.71, 0.71)"
-42,-38,-43,P5,"(0.71, 0.71)"
-42,-37,-44,P5,"(0.71, 0.71)"
-41,-37,-43,P5,"(0.71, 0.71)"
-43,-37,-41,P5,"(0.71, 0.71)"
-43,-37,-44,P5,"(0.71, 0.71)"
-43,-37,-43,P5,"(0.71, 0.71)"
-43,-38,-43,P5,"(0.71, 0.71)"
-45,-38,-43,P5,"(0.71, 0.71)"
-46,-38,-44,P5,"(0.71, 0.71)"
-45,-39,-44,P5,"(0.71, 0.71)"
-45,-38,-40,P5,"(0.71, 0.71)"
-44,-38,-44,P5,"(0.71, 0.71)"
-44,-38,-43,P5,"(0.71, 0.71)"
-45,-38,-44,P5,"(0.71, 0.71)"
-45,-38,-43,P5,"(0.71, 0.71)"
-45,-38,-43,P5,"(0.71, 0.71)"
-44,-38,-44,P5,"(0.71, 0.71)"
-45,-39,-42,P5,"(0.71, 0.71)"
-45,-38,-44,P5,"(0.71, 0.71)"
-44,-38,-43,P5,"(0.71, 0.71)"
-43,-38,-44,P5,"(0.71, 0.71)"
-43,-38,-44,P5,"(0.71, 0.71)"
-43,-38,-45,P5,"(0.71, 0.71)"
-42,-37,-44,P5,"(0.71, 0.71)"
-43,-40,-44,P5,"(0.71, 0.71)"
-40,-38,-43,P5,"(0.71, 0.71)"
-41,-37,-44,P5,"(0.71, 0.71)"
-41,-37,-43,P5,"(0.71, 0.71)"
-41,-37,-44,P5,"(0.71, 0.71)"
-42,-38,-43,P5,"(0.71, 0.71)"
-41,-37,-45,P5,"(0.71, 0.71)"
-41,-36,-43,P5,"(0.71, 0.71)"
-41,-38,-44,P5,"(0.71, 0.71)"
-41,-36,-44,P5,"(0.71, 0.71)"
-41,-37,-43,P5,"(0.71, 0.71)"
-41,-36,-44,P5,"(0.71, 0.71)"
-41,-36,-43,P5,"(0.71, 0.71)"
-41,-37,-43,P5,"(0.71, 0.71)"
-41,-36,-44,P5,"(0.71, 0.71)"
-41,-36,-43,P5,"(0.71, 0.71)"
-41,-36,-44,P5,"(0.71, 0.71)"
-41,-38,-44,P5,"(0.71, 0.71)"
-42,-37,-43,P5,"(0.71, 0.71)"
-42,-37,-44,P5,"(0.71, 0.71)"
-41,-37,-43,P5,"(0.71, 0.71)"
-41,-37,-44,P5,"(0.71, 0.71)"
-40,-39,-43,P5,"(0.71, 0.71)"
-40,-39,-43,P5,"(0.71, 0.71)"
-41,-39,-43,P5,"(0.71, 0.71)"
-40,-39,-45,P5,"(0.71, 0.71)"
-40,-39,-45,P5,"(0.71, 0.71)"
-41,-39,-44,P5,"(0.71, 0.71)"
-41,-38,-44,P5,"(0.71, 0.71)"
-41,-38,-44,P5,"(0.71, 0.71)"
-41,-38,-44,P5,"(0.71, 0.71)"
-41,-38,-44,P5,"(0.71, 0.71)"
-41,-38,-44,P5,"(0.71, 0.71)"
-41,-38,-44,P5,"(0.71, 0.71)"
-41,-38,-44,P5,"(0.71, 0.71)"
-41,-38,-44,P5,"(0.71, 0.71)"
-41,-38,-44,P5,"(0.71, 0.71)"
-41,-38,-44,P5,"(0.71, 0.71)"
-41,-38,-44,P5,"(0.71, 0.71)"
-41,-38,-44,P5,"(0.71, 0.71)"
-41,-38,-44,P5,"(0.71, 0.71)"
-41,-38,-44,P5,"(0.71, 0.71)"
-41,-38,-44,P5,"(0.71, 0.71)"
-41,-38,-44,P5,"(0.71, 0.71)"
-41,-38,-44,P5,"(0.71, 0.71)"
-41,-38,-44,P5,"(0.71, 0.71)"
-41,-38,-44,P5,"(0.71, 0.71)"
-41,-38,-44,P5,"(0.71, 0.71)"
-41,-38,-44,P5,"(0.71, 0.71)"
-41,-38,-44,P5,"(0.71, 0.71)"
-41,-38,-44,P5,"(0.71, 0.71)"
-41,-38,-44,P5,"(0.71, 0.71)"
-41,-38,-44,P5,"(0.71, 0.71)"
-41,-38,-44,P5,"(0.71, 0.71)"
-41,-38,-44,P5,"(0.71, 0.71)"
-41,-38,-44,P5,"(0.71, 0.71)"
-41,-38,-44,P5,"(0.71, 0.71)"
-41,-38,-44,P5,"(0.71, 0.71)"
-41,-38,-44,P5,"(0.71, 0.71)"
-41,-38,-44,P5,"(0.71, 0.71)"
-41,-39,-43,P5,"(0.71, 0.71)"
-38,-39,-43,P5,"(0.71, 0.71)"
-41,-39,-44,P5,"(0.71, 0.71)"
-41,-39,-44,P5,"(0.71, 0.71)"
-41,-39,-44,P5,"(0.71, 0.71)"
-41,-39,-43,P5,"(0.71, 0.71)"
-42,-38,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-38,-44,P5,"(0.71, 0.71)"
-42,-38,-44,P5,"(0.71, 0.71)"
-43,-38,-43,P5,"(0.71, 0.71)"
-43,-38,-43,P5,"(0.71, 0.71)"
-43,-39,-43,P5,"(0.71, 0.71)"
-43,-38,-43,P5,"(0.71, 0.71)"
-43,-38,-43,P5,"(0.71, 0.71)"
-43,-39,-43,P5,"(0.71, 0.71)"
-43,-39,-43,P5,"(0.71, 0.71)"
-42,-41,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-38,-39,P5,"(0.71, 0.71)"
-44,-38,-43,P5,"(0.71, 0.71)"
-43,-38,-43,P5,"(0.71, 0.71)"
-43,-38,-43,P5,"(0.71, 0.71)"
-43,-38,-43,P5,"(0.71, 0.71)"
-43,-38,-43,P5,"(0.71, 0.71)"
-43,-38,-44,P5,"(0.71, 0.71)"
-43,-39,-44,P5,"(0.71, 0.71)"
-43,-38,-43,P5,"(0.71, 0.71)"
-43,-38,-44,P5,"(0.71, 0.71)"
-42,-38,-44,P5,"(0.71, 0.71)"
-43,-38,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-44,-40,-43,P5,"(0.71, 0.71)"
-43,-39,-43,P5,"(0.71, 0.71)"
-43,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-44,P5,"(0.71, 0.71)"
-42,-40,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-39,P5,"(0.71, 0.71)"
-42,-39,-42,P5,"(0.71, 0.71)"
-41,-38,-42,P5,"(0.71, 0.71)"
-41,-39,-42,P5,"(0.71, 0.71)"
-37,-40,-43,P5,"(0.71, 0.71)"
-41,-39,-42,P5,"(0.71, 0.71)"
-40,-39,-38,P5,"(0.71, 0.71)"
-40,-39,-43,P5,"(0.71, 0.71)"
-40,-39,-42,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-44,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-41,-39,-44,P5,"(0.71, 0.71)"
-40,-40,-43,P5,"(0.71, 0.71)"
-41,-39,-43,P5,"(0.71, 0.71)"
-40,-39,-43,P5,"(0.71, 0.71)"
-41,-38,-42,P5,"(0.71, 0.71)"
-41,-39,-43,P5,"(0.71, 0.71)"
-41,-38,-42,P5,"(0.71, 0.71)"
-41,-35,-42,P5,"(0.71, 0.71)"
-41,-35,-42,P5,"(0.71, 0.71)"
-41,-35,-42,P5,"(0.71, 0.71)"
-41,-35,-42,P5,"(0.71, 0.71)"
-41,-35,-42,P5,"(0.71, 0.71)"
-41,-38,-42,P5,"(0.71, 0.71)"
-42,-37,-42,P5,"(0.71, 0.71)"
-42,-37,-42,P5,"(0.71, 0.71)"
-41,-38,-42,P5,"(0.71, 0.71)"
-40,-39,-42,P5,"(0.71, 0.71)"
-40,-39,-44,P5,"(0.71, 0.71)"
-39,-38,-43,P5,"(0.71, 0.71)"
-39,-38,-43,P5,"(0.71, 0.71)"
-39,-38,-43,P5,"(0.71, 0.71)"
-40,-38,-43,P5,"(0.71, 0.71)"
-40,-37,-43,P5,"(0.71, 0.71)"
-41,-38,-43,P5,"(0.71, 0.71)"
-39,-38,-42,P5,"(0.71, 0.71)"
-39,-38,-42,P5,"(0.71, 0.71)"
-40,-38,-43,P5,"(0.71, 0.71)"
-40,-39,-43,P5,"(0.71, 0.71)"
-40,-39,-43,P5,"(0.71, 0.71)"
-40,-39,-43,P5,"(0.71, 0.71)"
-40,-38,-44,P5,"(0.71, 0.71)"
-40,-37,-43,P5,"(0.71, 0.71)"
-40,-39,-43,P5,"(0.71, 0.71)"
-40,-37,-43,P5,"(0.71, 0.71)"
-40,-37,-42,P5,"(0.71, 0.71)"
-40,-37,-44,P5,"(0.71, 0.71)"
-40,-37,-42,P5,"(0.71, 0.71)"
-39,-37,-42,P5,"(0.71, 0.71)"
-40,-37,-43,P5,"(0.71, 0.71)"
-39,-37,-42,P5,"(0.71, 0.71)"
-40,-38,-43,P5,"(0.71, 0.71)"
-40,-37,-42,P5,"(0.71, 0.71)"
-40,-37,-42,P5,"(0.71, 0.71)"
-40,-37,-42,P5,"(0.71, 0.71)"
-40,-39,-42,P5,"(0.71, 0.71)"
-40,-37,-42,P5,"(0.71, 0.71)"
-40,-38,-42,P5,"(0.71, 0.71)"
-40,-37,-42,P5,"(0.71, 0.71)"
-39,-38,-40,P5,"(0.71, 0.71)"
-40,-37,-42,P5,"(0.71, 0.71)"
-40,-38,-43,P5,"(0.71, 0.71)"
-40,-39,-43,P5,"(0.71, 0.71)"
-40,-37,-43,P5,"(0.71, 0.71)"
-39,-37,-43,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-42,-42,P5,"(0.71, 0.71)"
-39,-41,-44,P5,"(0.71, 0.71)"
-43,-41,-44,P5,"(0.71, 0.71)"
-43,-41,-43,P5,"(0.71, 0.71)"
-43,-42,-44,P5,"(0.71, 0.71)"
-43,-39,-44,P5,"(0.71, 0.71)"
-42,-42,-43,P5,"(0.71, 0.71)"
-43,-42,-43,P5,"(0.71, 0.71)"
-42,-43,-43,P5,"(0.71, 0.71)"
-42,-43,-44,P5,"(0.71, 0.71)"
-43,-45,-42,P5,"(0.71, 0.71)"
-44,-45,-44,P5,"(0.71, 0.71)"
-42,-45,-43,P5,"(0.71, 0.71)"
-44,-46,-43,P5,"(0.71, 0.71)"
-43,-45,-43,P5,"(0.71, 0.71)"
-43,-47,-43,P5,"(0.71, 0.71)"
-43,-46,-43,P5,"(0.71, 0.71)"
-43,-47,-43,P5,"(0.71, 0.71)"
-45,-46,-43,P5,"(0.71, 0.71)"
-42,-47,-43,P5,"(0.71, 0.71)"
-40,-47,-43,P5,"(0.71, 0.71)"
-43,-45,-43,P5,"(0.71, 0.71)"
-43,-46,-44,P5,"(0.71, 0.71)"
-42,-43,-43,P5,"(0.71, 0.71)"
-43,-47,-43,P5,"(0.71, 0.71)"
-43,-45,-43,P5,"(0.71, 0.71)"
-42,-46,-45,P5,"(0.71, 0.71)"
-43,-45,-43,P5,"(0.71, 0.71)"
-42,-46,-44,P5,"(0.71, 0.71)"
-43,-45,-44,P5,"(0.71, 0.71)"
-42,-44,-44,P5,"(0.71, 0.71)"
-43,-44,-43,P5,"(0.71, 0.71)"
-43,-45,-43,P5,"(0.71, 0.71)"
-42,-45,-44,P5,"(0.71, 0.71)"
-43,-45,-43,P5,"(0.71, 0.71)"
-42,-45,-44,P5,"(0.71, 0.71)"
-43,-43,-43,P5,"(0.71, 0.71)"
-43,-45,-43,P5,"(0.71, 0.71)"
-43,-44,-43,P5,"(0.71, 0.71)"
-43,-45,-43,P5,"(0.71, 0.71)"
-43,-45,-43,P5,"(0.71, 0.71)"
-43,-45,-43,P5,"(0.71, 0.71)"
-42,-43,-43,P5,"(0.71, 0.71)"
-42,-43,-43,P5,"(0.71, 0.71)"
-42,-43,-44,P5,"(0.71, 0.71)"
-42,-44,-45,P5,"(0.71, 0.71)"
-43,-43,-43,P5,"(0.71, 0.71)"
-44,-45,-44,P5,"(0.71, 0.71)"
-43,-43,-43,P5,"(0.71, 0.71)"
-42,-44,-43,P5,"(0.71, 0.71)"
-42,-43,-43,P5,"(0.71, 0.71)"
-43,-43,-44,P5,"(0.71, 0.71)"
-43,-43,-45,P5,"(0.71, 0.71)"
-42,-45,-43,P5,"(0.71, 0.71)"
-43,-43,-44,P5,"(0.71, 0.71)"
-43,-43,-43,P5,"(0.71, 0.71)"
-43,-43,-43,P5,"(0.71, 0.71)"
-42,-45,-39,P5,"(0.71, 0.71)"
-43,-45,-43,P5,"(0.71, 0.71)"
-43,-44,-43,P5,"(0.71, 0.71)"
-42,-44,-43,P5,"(0.71, 0.71)"
-42,-44,-43,P5,"(0.71, 0.71)"
-43,-44,-44,P5,"(0.71, 0.71)"
-40,-45,-43,P5,"(0.71, 0.71)"
-43,-44,-43,P5,"(0.71, 0.71)"
-43,-44,-43,P5,"(0.71, 0.71)"
-42,-44,-43,P5,"(0.71, 0.71)"
-43,-44,-44,P5,"(0.71, 0.71)"
-43,-44,-42,P5,"(0.71, 0.71)"
-43,-44,-43,P5,"(0.71, 0.71)"
-42,-44,-43,P5,"(0.71, 0.71)"
-42,-44,-43,P5,"(0.71, 0.71)"
-42,-44,-44,P5,"(0.71, 0.71)"
-42,-43,-44,P5,"(0.71, 0.71)"
-43,-43,-43,P5,"(0.71, 0.71)"
-43,-44,-43,P5,"(0.71, 0.71)"
-42,-43,-43,P5,"(0.71, 0.71)"
-42,-44,-43,P5,"(0.71, 0.71)"
-43,-43,-43,P5,"(0.71, 0.71)"
-42,-43,-43,P5,"(0.71, 0.71)"
-43,-43,-43,P5,"(0.71, 0.71)"
-42,-43,-44,P5,"(0.71, 0.71)"
-42,-43,-44,P5,"(0.71, 0.71)"
-42,-44,-43,P5,"(0.71, 0.71)"
-43,-43,-43,P5,"(0.71, 0.71)"
-43,-42,-43,P5,"(0.71, 0.71)"
-43,-43,-43,P5,"(0.71, 0.71)"
-43,-43,-44,P5,"(0.71, 0.71)"
-43,-43,-43,P5,"(0.71, 0.71)"
-43,-43,-44,P5,"(0.71, 0.71)"
-43,-43,-43,P5,"(0.71, 0.71)"
-42,-44,-41,P5,"(0.71, 0.71)"
-42,-43,-44,P5,"(0.71, 0.71)"
-43,-43,-44,P5,"(0.71, 0.71)"
-44,-45,-44,P5,"(0.71, 0.71)"
-42,-45,-43,P5,"(0.71, 0.71)"
-43,-45,-44,P5,"(0.71, 0.71)"
-43,-45,-40,P5,"(0.71, 0.71)"
-44,-43,-43,P5,"(0.71, 0.71)"
-44,-44,-44,P5,"(0.71, 0.71)"
-42,-45,-44,P5,"(0.71, 0.71)"
-43,-46,-44,P5,"(0.71, 0.71)"
-43,-44,-44,P5,"(0.71, 0.71)"
-42,-43,-44,P5,"(0.71, 0.71)"
-40,-44,-44,P5,"(0.71, 0.71)"
-42,-45,-44,P5,"(0.71, 0.71)"
-43,-44,-44,P5,"(0.71, 0.71)"
-43,-43,-44,P5,"(0.71, 0.71)"
-43,-45,-44,P5,"(0.71, 0.71)"
-42,-45,-39,P5,"(0.71, 0.71)"
-42,-45,-43,P5,"(0.71, 0.71)"
-42,-45,-43,P5,"(0.71, 0.71)"
-42,-45,-44,P5,"(0.71, 0.71)"
-44,-45,-44,P5,"(0.71, 0.71)"
-41,-44,-44,P5,"(0.71, 0.71)"
-43,-44,-43,P5,"(0.71, 0.71)"
-42,-43,-43,P5,"(0.71, 0.71)"
-43,-43,-43,P5,"(0.71, 0.71)"
-38,-43,-43,P5,"(0.71, 0.71)"
-43,-43,-43,P5,"(0.71, 0.71)"
-42,-43,-43,P5,"(0.71, 0.71)"
-43,-43,-44,P5,"(0.71, 0.71)"
-41,-45,-44,P5,"(0.71, 0.71)"
-41,-45,-44,P5,"(0.71, 0.71)"
-41,-45,-44,P5,"(0.71, 0.71)"
-42,-43,-43,P5,"(0.71, 0.71)"
-42,-43,-44,P5,"(0.71, 0.71)"
-43,-43,-44,P5,"(0.71, 0.71)"
-43,-43,-44,P5,"(0.71, 0.71)"
-43,-44,-43,P5,"(0.71, 0.71)"
-42,-44,-43,P5,"(0.71, 0.71)"
-42,-45,-43,P5,"(0.71, 0.71)"
-42,-44,-43,P5,"(0.71, 0.71)"
-42,-44,-43,P5,"(0.71, 0.71)"
-42,-44,-43,P5,"(0.71, 0.71)"
-39,-43,-43,P5,"(0.71, 0.71)"
-43,-43,-43,P5,"(0.71, 0.71)"
-43,-44,-43,P5,"(0.71, 0.71)"
-42,-45,-44,P5,"(0.71, 0.71)"
-42,-43,-44,P5,"(0.71, 0.71)"
-43,-41,-43,P5,"(0.71, 0.71)"
-42,-41,-43,P5,"(0.71, 0.71)"
-43,-41,-43,P5,"(0.71, 0.71)"
-42,-40,-43,P5,"(0.71, 0.71)"
-38,-41,-44,P5,"(0.71, 0.71)"
-42,-40,-43,P5,"(0.71, 0.71)"
-43,-40,-43,P5,"(0.71, 0.71)"
-43,-40,-43,P5,"(0.71, 0.71)"
-43,-40,-43,P5,"(0.71, 0.71)"
-43,-40,-43,P5,"(0.71, 0.71)"
-43,-40,-43,P5,"(0.71, 0.71)"
-43,-40,-43,P5,"(0.71, 0.71)"
-43,-40,-43,P5,"(0.71, 0.71)"
-43,-40,-43,P5,"(0.71, 0.71)"
-43,-40,-43,P5,"(0.71, 0.71)"
-42,-40,-43,P5,"(0.71, 0.71)"
-42,-40,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-39,-43,P5,"(0.71, 0.71)"
-42,-40,-43,P5,"(0.71, 0.71)"
-42,-40,-43,P5,"(0.71, 0.71)"
-42,-40,-43,P5,"(0.71, 0.71)"
-42,-40,-43,P5,"(0.71, 0.71)"
-42,-40,-43,P5,"(0.71, 0.71)"
-41,-40,-42,P5,"(0.71, 0.71)"
-41,-40,-43,P5,"(0.71, 0.71)"
-41,-40,-42,P5,"(0.71, 0.71)"
-42,-40,-43,P5,"(0.71, 0.71)"
-42,-40,-43,P5,"(0.71, 0.71)"
-41,-40,-42,P5,"(0.71, 0.71)"
-41,-40,-43,P5,"(0.71, 0.71)"
-41,-40,-43,P5,"(0.71, 0.71)"
-41,-40,-43,P5,"(0.71, 0.71)"
-41,-40,-43,P5,"(0.71, 0.71)"
-41,-40,-43,P5,"(0.71, 0.71)"
-42,-41,-44,P5,"(0.71, 0.71)"
-42,-41,-43,P5,"(0.71, 0.71)"
-42,-41,-43,P5,"(0.71, 0.71)"
-42,-41,-43,P5,"(0.71, 0.71)"
-42,-41,-43,P5,"(0.71, 0.71)"
-42,-40,-43,P5,"(0.71, 0.71)"
-42,-40,-43,P5,"(0.71, 0.71)"
-42,-40,-43,P5,"(0.71, 0.71)"
-42,-40,-43,P5,"(0.71, 0.71)"
-42,-42,-43,P5,"(0.71, 0.71)"
-41,-42,-43,P5,"(0.71, 0.71)"
